timestamp,weekday,month,day,hour,minute,second,year
2025-01-29 19:38:50.990554,Wednesday,1,29,19,38,50,2025
2025-01-29 19:38:52.992370,Wednesday,1,29,19,38,52,2025
2025-01-29 19:38:54.993461,Wednesday,1,29,19,38,54,2025
2025-01-29 19:38:56.997030,Wednesday,1,29,19,38,56,2025
2025-01-29 19:38:58.997969,Wednesday,1,29,19,38,58,2025
2025-01-29 19:39:01.000043,Wednesday,1,29,19,39,1,2025
2025-01-29 19:39:03.002392,Wednesday,1,29,19,39,3,2025
2025-01-29 19:39:05.004003,Wednesday,1,29,19,39,5,2025
2025-01-29 19:39:07.005691,Wednesday,1,29,19,39,7,2025
2025-01-29 19:39:09.006515,Wednesday,1,29,19,39,9,2025
2025-01-29 19:39:11.007970,Wednesday,1,29,19,39,11,2025
2025-01-29 19:39:13.008839,Wednesday,1,29,19,39,13,2025
2025-01-29 19:39:15.011297,Wednesday,1,29,19,39,15,2025
2025-01-29 19:39:17.012705,Wednesday,1,29,19,39,17,2025
2025-01-29 19:39:19.015287,Wednesday,1,29,19,39,19,2025
2025-01-29 19:39:21.016168,Wednesday,1,29,19,39,21,2025
2025-01-29 19:39:23.017212,Wednesday,1,29,19,39,23,2025
2025-01-29 19:39:25.018624,Wednesday,1,29,19,39,25,2025
2025-01-29 19:39:27.019937,Wednesday,1,29,19,39,27,2025
2025-01-29 19:39:29.021496,Wednesday,1,29,19,39,29,2025
2025-01-29 19:39:31.022353,Wednesday,1,29,19,39,31,2025
2025-01-29 19:39:33.023457,Wednesday,1,29,19,39,33,2025
2025-01-29 19:39:35.024499,Wednesday,1,29,19,39,35,2025
2025-01-29 19:39:37.025612,Wednesday,1,29,19,39,37,2025
2025-01-29 19:39:39.027309,Wednesday,1,29,19,39,39,2025
2025-01-29 19:39:41.028794,Wednesday,1,29,19,39,41,2025
2025-01-29 19:39:43.030102,Wednesday,1,29,19,39,43,2025
2025-01-29 19:39:45.031719,Wednesday,1,29,19,39,45,2025
2025-01-29 19:39:47.033390,Wednesday,1,29,19,39,47,2025
2025-01-29 19:39:49.034459,Wednesday,1,29,19,39,49,2025
2025-01-29 19:39:51.035848,Wednesday,1,29,19,39,51,2025
2025-01-29 19:39:53.036952,Wednesday,1,29,19,39,53,2025
2025-01-29 19:39:55.037807,Wednesday,1,29,19,39,55,2025
2025-01-29 19:39:57.039260,Wednesday,1,29,19,39,57,2025
2025-01-29 19:39:59.040190,Wednesday,1,29,19,39,59,2025
2025-01-29 19:40:01.041479,Wednesday,1,29,19,40,1,2025
2025-01-29 19:40:03.042277,Wednesday,1,29,19,40,3,2025
2025-01-29 19:40:05.043045,Wednesday,1,29,19,40,5,2025
2025-01-29 19:40:07.044252,Wednesday,1,29,19,40,7,2025
2025-01-29 19:40:09.045817,Wednesday,1,29,19,40,9,2025
2025-01-29 19:40:11.046501,Wednesday,1,29,19,40,11,2025
